id,day_offset,name,category,price_per_night,rooms_available,rating
472,42,Vaishnavi Grand,Premium,9834,10,4.6
473,42,Katra Palace Hotel,Premium,5084,7,4.3
474,43,Trikuta Guest House,Budget,606,21,3.7
475,43,Ban Ganga Comfort Stay,Budget,898,9,4.6
476,43,Yatri Niwas Lodge,Budget,834,26,4.8
477,43,Katra Bus Stand Inn,Budget,1093,16,3.4
478,43,Trikuta Residency,Mid-Range,2170,17,4.1
479,43,Bhawan View Hotel,Mid-Range,2249,20,4.4
480,43,Katra Heritage Inn,Mid-Range,2044,16,3.3
481,43,Devi Darshan Hotel,Mid-Range,3114,5,4.1
482,43,Trikuta Hills Resort,Premium,5378,3,3.8
483,43,Vaishnavi Grand,Premium,10396,7,4.6
484,43,Katra Palace Hotel,Premium,6032,7,4.3
485,44,Trikuta Guest House,Budget,1150,5,3.7
486,44,Ban Ganga Comfort Stay,Budget,1016,18,4.6
487,44,Yatri Niwas Lodge,Budget,911,11,4.8
488,44,Katra Bus Stand Inn,Budget,645,10,3.4
489,44,Trikuta Residency,Mid-Range,2101,18,4.1
490,44,Bhawan View Hotel,Mid-Range,2462,7,4.4
491,44,Katra Heritage Inn,Mid-Range,3986,11,3.3
492,44,Devi Darshan Hotel,Mid-Range,1849,4,4.1
493,44,Trikuta Hills Resort,Premium,9076,3,3.8
494,44,Vaishnavi Grand,Premium,10067,9,4.6
495,44,Katra Palace Hotel,Premium,5648,5,4.3
